kata_asli,kata_stemmed
populer,populer
mencakup,cakup
identitas,identitas
kebijakan,kebija
memperjuangkan,memperjuang
kesetaraan,kesetara
batas,batas
Tiada,Tiada
awan,awan
langit,langit
Semua,Semua
berubah,ubah
hujan,hujan
hilang,hilang
RA,RA
Kartini,Kartin
Surat,Surat
Stella,Stella
27,27
Oktober,Oktober
1902,1902
Semoga,Semoga
awan,awan
berubah,ubah
hujan,hujan
menyuburkan,menyubur
dunia,dunia
setara,tara
adil,adil
inklusif,inklusif
semangat,semangat
Kartini,Kartin
hidup,hidup
ruang,ruang
ciptakan,cipta
Media,Media
massa,massa
memiliki,milik
peran,peran
membentuk,bentuk
opini,opini
publik,publik
Sebagai,Sebaga
sumber,sumber
informasi,informasi
utama,utama
masyarakat,masyarakat
media,media
massa,massa
memiliki,milik
kekuatan,kuat
mempengaruhi,pengaruh
pandangan,pandang
sikap,sikap
publik,publik
isu,isu
peristiwa,peristiwa
Media,Media
massa,massa
berperan,per
sumber,sumber
informasi,informasi
utama,utama
masyarakat,masyarakat
Melalui,Melalu
platform,platform
surat,surat
kabar,kabar
majalah,majalah
radio,radio
televisi,televisi
internet,internet
media,media
massa,massa
berita,berita
informasi,informasi
topik,topik
politik,politik
ekonomi,ekonomi
sosial,sosial
budaya,budaya
Masyarakat,Masyarakat
mengandalkan,andal
media,media
massa,massa
berita,berita
terkini,terkin
mendalam,dalam
isu,isu
isu,isu
terkait,kait
kehidupan,hidup
Informasi,Informas
disajikan,disaj
media,media
massa,massa
membentuk,bentuk
persepsi,persepsi
pemahaman,pemaham
masyarakat,masyarakat
Bukan,Bu
media,media
massa,massa
memiliki,milik
peran,peran
membentuk,bentuk
agenda,agenda
publik,publik
menentukan,menentu
isu,isu
isu,isu
dianggap,anggap
dibahas,bahas
masyarakat,masyarakat
Media,Media
massa,massa
memilih,memilih
liputan,liput
luas,luas
isu,isu
mempengaruhi,pengaruh
perhatian,perhati
perbincangan,perbincang
publik,publik
Dengan,Deng
media,media
massa,massa
membantu,bantu
menentukan,menentu
isu,isu
isu,isu
dianggap,anggap
relevan,relevan
mendesak,desak
masyarakat,masyarakat
mempengaruhi,pengaruh
agenda,agenda
kebijakan,kebija
publik,publik
Media,Media
massa,massa
kali,kali
platform,platform
diskusi,diskusi
debat,debat
isu,isu
isu,isu
kontroversial,kontroversial
Melalui,Melalu
surat,surat
kabar,kabar
acara,acara
televisi,televisi
media,media
sosial,sosial
media,media
massa,massa
ruang,ruang
pandangan,pandang
pendapat,dapat
berbeda,beda
Ini,In
masyarakat,masyarakat
mendengar,dengar
sudut,sudut
pandang,pandang
debat,debat
berkelanjutan,berkelanjut
Diskusi,Diskus
membantu,bantu
membentuk,bentuk
opini,opini
publik,publik
ruang,ruang
pendapat,dapat
pemikiran,pemikir
Media,Media
massa,massa
berperan,per
pengawasan,awas
pemerintah,pemerintah
institusi,institusi
Dengan,Deng
investigasi,investigasi
jurnalistik,jurnalistik
melaporkan,lapor
pelanggaran,langgar
korupsi,korupsi
ketidakadilan,ketidakadil
media,media
massa,massa
kontrol,kontrol
publik,publik
pemerintah,pemerintah
institusi,institusi
Dalam,Dalam
media,media
massa,massa
membantu,bantu
membentuk,bentuk
opini,opini
publik,publik
fakta,fakta
mengkritisi,kritis
kebijakan,kebija
tindakan,tinda
dianggap,anggap
sesuai,sesuai
kepentingan,penting
masyarakat,masyarakat
Media,Media
massa,massa
memiliki,milik
kemampuan,mampu
membentuk,bentuk
sikap,sikap
perilaku,perilaku
masyarakat,masyarakat
pemaparan,apar
nilai,nilai
nilai,nilai
norma,norma
budaya,budaya
kontennya,konten
Dalam,Dalam
menghadapi,hadap
isu,isu
sosial,sosial
keadilan,adil
kesetaraan,kesetara
lingkungan,lingkung
media,media
massa,massa
mempengaruhi,pengaruh
persepsi,persepsi
tindakan,tinda
masyarakat,masyarakat
narasi,narasi
dibangun,bangun
pemberitaan,berita
program,program
program,program
hiburan,hibur
Selain,Selain
informasi,informasi
media,media
massa,massa
memiliki,milik
peran,peran
mengedukasi,mengedukas
masyarakat,masyarakat
Melalui,Melalu
program,program
pendidikan,pendid
dokumenter,dokumenter
artikel,artikel
mendalam,dalam
media,media
massa,massa
membantu,bantu
meningkatkan,meningkat
pengetahuan,pengetahu
pemahaman,pemaham
publik,publik
isu,isu
kompleks,kompleks
Dengan,Deng
informasi,informasi
akurat,akurat
terpercaya,percaya
media,media
massa,massa
membantu,bantu
membentuk,bentuk
opini,opini
publik,publik
berbasis,basis
pengetahuan,pengetahu
pemahaman,pemaham
Media,Media
massa,massa
mendorong,dorong
partisipasi,partisipasi
publik,publik
proses,proses
pengambilan,ambil
keputusan,putus
tindakan,tinda
sosial,sosial
Dengan,Deng
liputan,liput
luas,luas
isu,isu
isu,isu
partisipatif,partisipatif
pemilihan,pemilih
kampanye,kampanye
sosial,sosial
isu,isu
lingkungan,lingkung
media,media
massa,massa
mengajak,ajak
masyarakat,masyarakat
terlibat,libat
aktif,aktif
mempengaruhi,pengaruh
kebijakan,kebija
perubahan,rubah
Ini,In
membantu,bantu
membentuk,bentuk
opini,opini
publik,publik
berorientasi,berorientas
partisipasi,partisipasi
keterlibatan,keterlibat
aktif,aktif
kehidupan,hidup
publik,publik
Media,Media
massa,massa
memiliki,milik
peran,peran
mempromosikan,mempromos
kesadaran,sadar
pemahaman,pemaham
keragaman,ragam
budaya,budaya
nilai,nilai
nilai,nilai
multikultural,multikultural
Melalui,Melalu
liputan,liput
inklusif,inklusif
representatif,representatif
media,media
massa,massa
memperluas,memperluas
wawasan,wawas
masyarakat,masyarakat
kelompok,kelompok
etnis,etnis
agama,agama
budaya,budaya
Ini,In
membantu,bantu
membentuk,bentuk
opini,opini
publik,publik
toleran,toleran
menghargai,harga
perbedaan,perbeda
berupaya,upaya
membangun,bangun
harmoni,harmoni
sosial,sosial
Dalam,Dalam
era,era
informasi,informasi
digital,digital
media,media
massa,massa
berperan,per
mempromosikan,mempromos
keterbukaan,keterbuka
transparansi,transparansi
pemerintahan,pemerintah
institusi,institusi
Dengan,Deng
mempublikasikan,mempublikas
informasi,informasi
terkait,kait
kebijakan,kebija
publik,publik
penggunaan,guna
anggaran,anggar
tindakan,tinda
institusi,institusi
media,media
massa,massa
membantu,bantu
mengawasi,awas
tindakan,tinda
pemerintah,pemerintah
institusi,institusi
bertanggung,tanggung
publik,publik
Ini,In
membantu,bantu
membentuk,bentuk
opini,opini
publik,publik
berbasis,basis
akses,akses
informasi,informasi
transparan,transparan
akuntabel,akuntabel
Media,Media
massa,massa
mengemban,mengemb
tanggung,tanggung
mengikuti,ikut
prinsip,prinsip
etika,etika
jurnalistik,jurnalistik
Dalam,Dalam
informasi,informasi
membentuk,bentuk
opini,opini
publik,publik
media,media
massa,massa
keakuratan,akurat
keseimbangan,keseimbang
keadilan,adil
pemberitaannya,berita
Menghindari,Menghindar
sensationalisme,sensationalisme
diskriminasi,diskriminasi
manipulasi,manipulasi
informasi,informasi
prinsip,prinsip
ditegakkan,tegak
media,media
massa,massa
Dengan,Deng
media,media
massa,massa
membangun,bangun
kepercayaan,percaya
publik,publik
memainkan,ain
peran,peran
konstruktif,konstruktif
membentuk,bentuk
opini,opini
publik,publik
Media,Media
massa,massa
memiliki,milik
peran,peran
membentuk,bentuk
opini,opini
publik,publik
penyediaan,penyedia
informasi,informasi
pembentukan,pembentu
agenda,agenda
publik,publik
pencetus,cetus
diskusi,diskusi
debat,debat
pengawasan,awas
pemerintah,pemerintah
institusi,institusi
pembentukan,pembentu
sikap,sikap
perilaku,perilaku
pengedukasian,pengedukas
masyarakat,masyarakat
mendorong,dorong
partisipasi,partisipasi
publik,publik
mendorong,dorong
kesadaran,sadar
multikultural,multikultural
mempromosikan,mempromos
keterbukaan,keterbuka
transparansi,transparansi
menjalankan,menjal
tanggung,tanggung
etika,etika
jurnalistik,jurnalistik
Dalam,Dalam
era,era
terhubung,hubung
digital,digital
peran,peran
media,media
massa,massa
membentuk,bentuk
opini,opini
publik,publik
berdampak,dampak
luas,luas
Namun,Namun
media,media
massa,massa
memiliki,milik
kekurangan,kurang
risiko,risiko
Misalnya,Misal
bias,bias
media,media
mempengaruhi,pengaruh
pandang,pandang
publik,publik
isu,isu
media,media
massa,massa
cenderung,cenderung
memiliki,milik
kepentingan,penting
Selain,Selain
penyebaran,penyebar
berita,berita
palsu,palsu
hoaks,hoaks
informasi,informasi
terverifikasi,terverifikas
merusak,rusak
kepercayaan,percaya
masyarakat,masyarakat
media,media
massa,massa
Oleh,Oleh
masyarakat,masyarakat
mengembangkan,mengembang
literasi,literas
media,media
kemampuan,mampu
menganalisis,analisis
mengevaluasi,mengevaluas
memahami,memaham
informasi,informasi
diterima,terima
media,media
massa,massa
Dengan,Deng
memahami,memaham
sumber,sumber
informasi,informasi
kredibel,kredibel
memeriksa,memeriksa
fakta,fakta
mempertimbangkan,mempertimbang
sudut,sudut
pandang,pandang
berbeda,beda
masyarakat,masyarakat
mengembangkan,mengembang
pemahaman,pemaham
opini,opini
berlandaskan,landas
informasi,informasi
akurat,akurat
Dalam,Dalam
konteks,konteks
demokrasi,demokrasi
media,media
massa,massa
memiliki,milik
tanggung,tanggung
ruang,ruang
sudut,sudut
pandang,pandang
pendapat,dapat
berbeda,beda
adil,adil
seimbang,imbang
Ini,In
masyarakat,masyarakat
informasi,informasi
komprehensif,komprehensif
membangun,bangun
opini,opini
Dalam,Dalam
era,era
digital,digital
peran,peran
media,media
massa,massa
kompleks,kompleks
beragam,agam
Dengan,Deng
platform,platform
media,media
sosial,sosial
perkembangan,perkembang
teknologi,teknologi
individu,individu
memiliki,milik
peran,peran
membentuk,bentuk
opini,opini
publik,publik
berbagi,berbag
informasi,informasi
pandangan,pandang
pengalaman,alam
Oleh,Oleh
media,media
massa,massa
masyarakat,masyarakat
menghasilkan,hasil
informasi,informasi
akurat,akurat
berimbang,imbang
mempromosikan,mempromos
diskusi,diskusi
sehat,sehat
Media,Media
massa,massa
memainkan,ain
peran,peran
signifikan,signifikan
membentuk,bentuk
opini,opini
publik,publik
Melalui,Melalu
penyediaan,penyedia
informasi,informasi
pembentukan,pembentu
agenda,agenda
publik,publik
mendorong,dorong
diskusi,diskusi
pengawasan,awas
pemerintah,pemerintah
pembentukan,pembentu
sikap,sikap
perilaku,perilaku
pengedukasian,pengedukas
masyarakat,masyarakat
media,media
massa,massa
membentuk,bentuk
pandangan,pandang
sikap,sikap
publik,publik
isu,isu
Namun,Namun
literasi,literas
media,media
penggunaan,guna
informasi,informasi
kritis,kritis
masyarakat,masyarakat
membentuk,bentuk
opini,opini
berlandaskan,landas
pemahaman,pemaham
akurat,akurat
seimbang,imbang
Sebagian,Sebag
mitra,mitra
Makan,Ma
bergizi,bergiz
Gratis,Gratis
mengeluhkan,geluh
bayaran,bayar
kerjanya,kerja
program,program
MBG,MBG
Berikut,Berikut
keluhan,keluh
lapangan,lapang
TEMPO,TEMPO
CO,CO
Jakarta,Jakarta
Program,Program
Makan,Ma
Bergizi,Bergiz
Gratis,Gratis
MBG,MBG
keluhan,keluh
mitra,mitra
Terbaru,Terbaru
keluhan,keluh
mitra,mitra
dapur,dapur
Kalibata,Kalibata
mengaku,menga
bayaran,bayar
yayasan,yayasan
Berikut,Berikut
rangkuman,rangkum
keluhan,keluh
mitra,mitra
MBG,MBG
program,program
Mitra,Mitra
MBG,MBG
Kalibata,Kalibata
Belum,Belum
Mendapatkan,Mendapat
Bayaran,Bayar
Mitra,Mitra
dapur,dapur
Makan,Ma
Bergizi,Bergiz
Gratis,Gratis
Satuan,Satu
Pelayanan,Pelayan
Pemenuhan,Pemenuh
Gizi,Giz
SPPG,SPPG
Kalibata,Kalibata
Jakarta,Jakarta
Selatan,Selat
mengaku,menga
bayar,bayar
sepeser,peser
beroperasi,beroperas
Februari,Februar
2025,2025
Kuasa,Kuasa
Hukum,Hukum
Danna,Danna
Harly,Harly
Putra,Putra
kliennya,klien
Ira,Ira
Mesra,Mesra
rela,rela
menjual,jual
aset,aset
modal,modal
mitra,mitra
program,program
Menyesalkan,Menyesal
tindakan,tinda
Yayasan,Yayas
MBN,MBN
membayarkan,bayar
sepeser,peser
hak,hak
Ibu,Ibu
Ira,Ira
mitra,mitra
dapur,dapur
Makan,Ma
Bergizi,Bergiz
Gratis,Gratis
Kalibata,Kalibata
Harly,Harly
konferensi,konferensi
pers,pers
Kalibata,Kalibata
Selasa,Selasa
15,15
April,April
2025,2025
Harly,Harly
total,total
kerugian,kerug
dialami,alam
kliennya,klien
mencapai,capa
Rp975,Rp975
375,375
000,000
Kerugian,Kerug
dihitung,hitung
berdasarkan,dasar
65,65
025,025
porsi,porsi
dimasak,masak
Ira,Ira
mitra,mitra
tahap,tahap
Gaji,Gaj
Staf,Staf
SPPG,SPPG
Jawa,Jawa
Tengah,Tengah
Belum,Belum
Dibayar,Dibayar
Tata,Tata
nama,nama
terpaksa,paksa
menjual,jual
motornya,motor
memenuhi,memenuh
kebutuhan,butuh
sehari,sehar
Ia,Ia
staf,staf
Satuan,Satu
Pelayanan,Pelayan
Pemenuhan,Pemenuh
Gizi,Giz
SPPG,SPPG
dapur,dapur
produksi,produksi
Makan,Ma
Bergizi,Bergiz
Gratis,Gratis
Semenjak,Semenjak
program,program
Tata,Tata
gajinya,gaji
Jual,Jual
HP,HP
singkat,singkat
diwawancarai,wawancara
Senin,Senin
24,24
Maret,Maret
2025,2025
Tata,Tata
salah,salah
SPPG,SPPG
Jawa,Jawa
Tengah,Tengah
Kerjanya,Kerja
Kadang,Kadang
mengurusi,urus
dapur,dapur
larut,larut
malam,malam
Sejak,Sejak
Tata,Tata
pembicaraan,bicara
terkait,kait
gaji,gaji
Ia,Ia
berulang,ulang
kali,kali
BGN,BGN
ketidakpastian,ketidakpast
Sabar,Sabar
Masih,Masih
proses,proses
Tata,Tata
menirukan,meniru
BGN,BGN
Kepala,Kepala
Badan,Bad
Gizi,Giz
Nasional,Nasional
BGN,BGN
Dadan,Dad
Hindayana,Hindayana
membantah,bantah
terkait,kait
menunggaknya,menunggak
gaji,gaji
staf,staf
SPPG,SPPG
Ia,Ia
berdalih,dalih
status,status
staf,staf
Pegawai,Pegawa
Pemerintah,Pemerintah
Perjanjian,Perjanj
Kerja,Kerja
PPPK,PPPK
anggaran,anggar
gaji,gaji
berasal,asal
APBN,APBN
turun,turun
Gaji,Gaj
SPPG,SPPG
APBN,APBN
masuk,masuk
pagu,pagu
PPPK,PPPK
Nah,Nah
status,status
PPPK,PPPK
diambil,ambil
sumber,sumber
Dadan,Dad
dikonfirmasi,dikonfirmas
aplikasi,aplikasi
perpesanan,perpesan
Minggu,Minggu
23,23
Maret,Maret
2025,2025
Kepala,Kepala
Chef,Chef
Makan,Ma
Bergizi,Bergiz
Gratis,Gratis
Talangi,Talang
Bahan,Bah
Masakan,Masa
Kepala,Kepala
Chef,Chef
Dapur,Dapur
Sehat,Sehat
Anak,Anak
Bangsa,Bangsa
Jonie,Jonie
Kusuma,Kusuma
Hadi,Had
memimpin,memimpin
Satuan,Satu
Pelayanan,Pelayan
Pemenuhan,Pemenuh
Gizi,Giz
SPPG,SPPG
Lapangan,Lapang
Udara,Udara
Halim,Halim
Perdana,Perdana
Kusuma,Kusuma
bercerita,cerita
sistem,sistem
pembayaran,bayar
modal,modal
pelaksanaan,laksana
program,program
Makan,Ma
Bergizi,Bergiz
Gratis,Gratis
MBG,MBG
Menurut,Menurut
Jonie,Jonie
restoran,restoran
mitra,mitra
menalangi,alang
biaya,biaya
produksi,produksi
memperoleh,memperoleh
bahan,bahan
bahan,bahan
menu,menu
MBG,MBG
Nanti,Nant
reimburse,reimburse
Badan,Bad
Gizi,Giz
Nasional,Nasional
minggu,minggu
Jonie,Jonie
menyebut,menyebut
sistem,sistem
permodalan,permodal
MBG,MBG
ditemui,temu
SD,SD
Angkasa,Angkasa
5,5
Halim,Halim
Jakarta,Jakarta
Timur,Timur
Senin,Senin
6,6
Januari,Januar
2025,2025
Lomba,Lomba
lari,lari
maraton,maraton
Beijing,Beijing
diikuti,ikut
robot,robot
robot,robot
kegigihan,gigih
China,China
unggul,unggul
bidang,bidang
teknologi,teknologi
Ajang,Ajang
lari,lari
maraton,maraton
half,half
marathon,marathon
Yuzhuang,Yuzhuang
Beijing,Beijing
China,China
Sabtu,Sabtu
19,19
4,4
2025,2025
berbeda,beda
ajang,ajang
lari,lari
Tak,Tak
12,12
000,000
manusia,manusia
pesertanya,serta
21,21
robot,robot
Ukuran,Ukur
robot,robot
peserta,serta
half,half
marathon,marathon
bervariasi,bervarias
Ada,Ada
tingginya,tinggi
1,1
2,2
meter,meter
Ada,Ada
memiliki,milik
1,1
8,8
meter,meter
Sesuai,Sesua
disyaratkan,syarat
robot,robot
robot,robot
tungkai,tungkai
berlari,berlar
Panitia,Panitia
memisahkan,memisah
jalur,jalur
lari,lari
manusia,manusia
jalur,jalur
robot,robot
Peserta,Peserta
kategori,kategori
robot,robot
perusahaan,perusaha
perusahaan,perusaha
teknologi,teknologi
bidang,bidang
robotik,robotik
China,China
Mereka,Mereka
mengikuti,ikut
lomba,lomba
ubahnya,ubah
menguji,menguj
produk,produk
robot,robot
Dilaporkan,Dilapor
media,media
CNN,CNN
Wired,Wired
robot,robot
peserta,serta
gagal,gagal
finis,finis
Ada,Ada
berputar,putar
putar,putar
karuan,karuan
roboh,roboh
Ada,Ada
robot,robot
terjatuh,jatuh
garis,garis
start,start
Dalam,Dalam
lomba,lomba
robot,robot
didampingi,damping
manusia,manusia
bertugas,tugas
mengendalikan,endal
robot,robot
kadang,kadang
kadang,kadang
memeganginya,memegang
Baterai,Batera
diganti,digant
lomba,lomba
Jika,Jika
robot,robot
peserta,serta
diganti,digant
penalti,penalti
tambahan,tambah
tempuh,tempuh
10,10
menit,menit
Untuk,Untuk
kategori,kategori
robot,robot
pemenangnya,menang
Tiangong,Tiangong
Ultra,Ultra
Beijing,Beijing
Innovation,Innovation
Center,Center
of,of
Human,Hum
Robotics,Robotics
Guna,Guna
menyelesaikan,menyelesa
jarak,jarak
21,21
kilometer,kilometer
Tiangong,Tiangong
Ultra,Ultra
2,2
jam,jam
40,40
menit,menit
ketimbang,ketimbang
kebanyakan,kebanya
manusia,manusia
atlet,atlet
Di,D
kategori,kategori
manusia,manusia
pria,pria
catatan,catat
pemenang,menang
Yuzhuang,Yuzhuang
Half,Half
Marathon,Marathon
1,1
jam,jam
2,2
menit,menit
Keikutsertaan,Keikutserta
robot,robot
lomba,lomba
lari,lari
menyuguhkan,menyuguh
tantangan,tantang
ringan,ringan
Selama,Selama
problem,problem
pengembangan,pengembang
robot,robot
humanoid,humanoid
menyerupai,menyerupa
manusia,manusia
memastikannya,memast
bergerak,gerak
mengalami,alam
kerusakan,rusa
hardware,hardware
Bagi,Bag
manusia,manusia
urusan,urus
berlari,berlar
berjam,jam
jam,jam
robot,robot
sulit,sulit
dilakoni,lakon
Komponen,Komponen
robot,robot
rusak,rusak
akibat,akibat
gerakan,gera
berulang,ulang
ulang,ulang
Belum,Belum
isu,isu
kestabilan,stabil
kemampuan,mampu
menjaga,jaga
arah,arah
gerakan,gera
Dengan,Deng
mengikuti,ikut
lomba,lomba
lari,lari
perusahaan,perusaha
teknologi,teknologi
mengatasi,atas
isu,isu
isu,isu
China,China
gigih,gigih
membangun,bangun
kemampuan,mampu
teknologinya,teknologi
Pendidikan,Pendid
berkualitas,kualitas
bidang,bidang
sains,sains
matematika,matematika
rekayasa,rekayasa
fondasi,fondasi
Posisinya,Posis
negara,negara
manufaktur,manufaktur
terbesar,besar
dunia,dunia
dilengkapi,lengkap
kemampuan,mampu
teknologinya,teknologi
menyaingi,menyaing
Amerika,Amerika
Serikat,Serikat
Sampai,Sampa
China,China
dipandang,pandang
AS,AS
ancaman,ancam
Washington,Washington
membatasi,batas
penjualan,jual
cip,cip
canggih,canggih
negara,negara
Penampilan,Penampil
robot,robot
humanoid,humanoid
ajang,ajang
half,half
marathon,marathon
barulah,baru
permulaan,permula
Robotik,Robotik
kian,kian
maju,maju
terintegrasi,terintegras
teknologi,teknologi
kecerdasan,cerdas
buatan,buat
canggih,canggih
Siap,Siap
era,era
robot,robot
nan,nan
cerdas,cerdas
Beberapa,Beberapa
asosiasi,asosiasi
usaha,usaha
pengamat,amat
mengkhawatirkan,khawatir
relaksasi,relaksasi
regulasi,regulasi
tingkat,tingkat
komponen,komponen
negeri,negeri
TKDN,TKDN
mengancam,ancam
industri,industri
negeri,negeri
memicu,memicu
hengkangnya,hengkang
industri,industri
diperlakukan,diperlaku
setara,tara
Kompas,Kompas
21,21
4,4
2025,2025
TKDN,TKDN
instrumen,instrumen
nontarif,nontarif
melindungi,lindung
industri,industri
negeri,negeri
AS,AS
dianggap,anggap
membatasi,batas
akses,akses
perusahaan,perusaha
AS,AS
pasar,pasar
Indonesia,Indonesia
Selain,Selain
TKDN,TKDN
pro,pro
kontra,kontra
rencana,rencana
penghapusan,hapus
kuota,kuota
impor,impor
Kebijakan,Kebija
liberalisasi,liberalisasi
impor,impor
dikhawatirkan,khawatir
Indonesia,Indonesia
kian,kian
dibanjiri,banjir
barang,barang
impor,impor
memukul,memukul
petani,petan
lokal,lokal
mengancam,ancam
swasembada,swasembada
pangan,pangan
Apalagi,Apalag
kebijakan,kebija
berlaku,berla
AS,AS
negara,negara
Komitmen,Komitmen
perlindungan,perlindung
industri,industri
negeri,negeri
pemerintah,pemerintah
Kalangan,Kalang
pelaku,pela
usaha,usaha
pengamat,amat
berharap,harap
pemerintah,pemerintah
gampang,gampang
menyerah,menyerah
tekanan,tekan
negara,negara
Salah,Sa
misi,misi
terpenting,penting
delegasi,delegasi
RI,RI
negosiasi,negosiasi
AS,AS
kesepakatan,sepakat
penurunan,urun
tarif,tarif
resiprokal,resiprokal
32,32
persen,persen
AS,AS
Untuk,Untuk
melunakkan,lunak
kubu,kubu
AS,AS
Indonesia,Indonesia
menawarkan,awar
menambah,ambah
volume,volume
impor,impor
AS,AS
melonggarkan,longgar
TKDN,TKDN
menghapus,hapus
kuota,kuota
impor,impor
kemudahan,mudah
perusahaan,perusaha
AS,AS
investasi,investasi
Indonesia,Indonesia
Total,Total
16,16
poin,poin
kebijakan,kebija
Indonesia,Indonesia
dinilai,nila
merugikan,merug
AS,AS
AS,AS
daya,daya
tawar,tawar
kuat,kuat
mencoba,coba
memaksakan,aksa
syarat,syarat
syarat,syarat
menguntungkan,untung
Pemerintah,Pemerintah
dihadapkan,hadap
tantangan,tantang
komitmen,komitmen
penurunan,urun
tarif,tarif
resiprokal,resiprokal
dicapai,capa
mencederai,cedera
industri,industri
pasar,pasar
ekonomi,ekonomi
negeri,negeri
Pelonggaran,Pelonggar
TKDN,TKDN
membuka,buka
akses,akses
investasi,investasi
memfasilitasi,fasilitas
perdagangan,perdagang
bilateral,bilateral
Demikian,Demik
penghapusan,hapus
kuota,kuota
impor,impor
menekan,mene
permainan,permain
rente,rente
membantu,bantu
stabilisasi,stabilisasi
harga,harga
pangan,pangan
Namun,Namun
langkah,langkah
kesiapan,kesiap
industri,industri
negeri,negeri
berbasis,basis
strategi,strategi
industrialisasi,industrialisas
nasional,nasional
jangka,jangka
Mitigasi,Mitigas
dampak,dampak
kesepakatan,sepakat
dicapai,capa
disiapkan,siap
mengamankan,gam
pasar,pasar
negeri,negeri
serbuan,serbu
produk,produk
dumping,dumping
negara,negara
negara,negara
terdampak,dampak
kebijakan,kebija
tarif,tarif
Trump,Trump
Negosiasi,Negosias
AS,AS
menghasilkan,hasil
formula,formula
perjanjian,perjanj
perdagangan,perdagang
bilateral,bilateral
menguntungkan,untung
Indonesia,Indonesia
Salah,Sa
langkah,langkah
kebijakan,kebija
menyelamatkan,menyelamat
industri,industri
negeri,negeri
memacu,acu
cepat,cepat
deindustrialisasi,deindustrialisas
