kata_awal,kata_stemming
memiliki,milik
peran,peran
membentuk,membentuk
opini,opini
publik,publik
berbagi,berbag
informasi,informasi
pandangan,pandang
pengalaman,pengalam
media,media
massa,massa
masyarakat,masyarakat
menghasilkan,menghasil
informasi,informasi
akurat,akurat
berimbang,berimbang
mempromosikan,mempromosi
diskusi,diskusi
sehat,sehat
media,media
massa,massa
memainkan,main
peran,peran
signifikan,signifikan
membentuk,membentuk
opini,opini
publik,publik
penyediaan,penyedia
informasi,informasi
pembentukan,pembentu
agenda,agenda
publik,publik
mendorong,mendorong
diskusi,diskusi
pengawasan,pengawas
pemerintah,pemerin
pembentukan,pembentu
sikap,sikap
perilaku,perilaku
pengedukasian,pengedukasi
masyarakat,masyarakat
media,media
massa,massa
membentuk,membentuk
pandangan,pandang
sikap,sikap
publik,publik
isu,isu
literasi,literas
media,media
penggunaan,pengguna
informasi,informasi
kritis,kritis
masyarakat,masyarakat
membentuk,membentuk
opini,opini
berlandaskan,berlandas
pemahaman,pemaham
akurat,akurat
seimbang,imbang
mitra,mitra
makan,makan
bergizi,bergiz
gratis,gratis
mengeluhkan,mengeluh
bayaran,bayar
kerjanya,kerja
program,program
mbg,mbg
keluhan,keluh
lapangan,lapang
tempo,tempo
co,co
jakarta,jakarta
program,program
makan,makan
bergizi,bergiz
gratis,gratis
mbg,mbg
keluhan,keluh
mitra,mitra
terbaru,terbaru
keluhan,keluh
mitra,mitra
dapur,dapur
kalibata,kalibata
mengaku,menga
bayaran,bayar
yayasan,yayasan
rangkuman,rangkum
keluhan,keluh
mitra,mitra
mbg,mbg
program,program
mitra,mitra
mbg,mbg
kalibata,kalibata
bayaran,bayar
mitra,mitra
dapur,dapur
makan,makan
bergizi,bergiz
gratis,gratis
satuan,satu
pelayanan,layan
pemenuhan,pemenuh
gizi,gizi
sppg,sppg
kalibata,kalibata
jakarta,jakarta
selatan,selatan
mengaku,menga
bayar,bayar
sepeser,peser
beroperasi,beroperas
februari,februari
2025,2025
kuasa,kuasa
hukum,hukum
danna,danna
harly,harly
putra,putra
kliennya,klien
ira,ira
mesra,mesra
rela,rela
menjual,menjual
aset,aset
modal,modal
mitra,mitra
program,program
menyesalkan,menyesal
tindakan,tinda
yayasan,yayasan
mbn,mbn
membayarkan,membayar
sepeser,peser
hak,hak
ira,ira
mitra,mitra
dapur,dapur
makan,makan
bergizi,bergiz
gratis,gratis
kalibata,kalibata
harly,harly
konferensi,konferensi
pers,pers
kalibata,kalibata
selasa,selasa
15,15
april,april
2025,2025
harly,harly
total,total
kerugian,rugi
dialami,alam
kliennya,klien
mencapai,mencapa
rp975,rp975
375,375
000,000
kerugian,rugi
dihitung,hitung
berdasarkan,berdasar
65,65
025,025
porsi,porsi
dimasak,masak
ira,ira
mitra,mitra
tahap,tahap
gaji,gaji
staf,staf
sppg,sppg
jawa,jawa
dibayar,bayar
tata,tata
nama,nama
terpaksa,terpaksa
menjual,menjual
motornya,motor
memenuhi,memenuh
kebutuhan,butuh
sehari,sehar
staf,staf
satuan,satu
pelayanan,layan
pemenuhan,pemenuh
gizi,gizi
sppg,sppg
dapur,dapur
produksi,produksi
makan,makan
bergizi,bergiz
gratis,gratis
semenjak,semenjak
program,program
tata,tata
gajinya,gaji
jual,jual
hp,hp
singkat,singkat
diwawancarai,wawancara
senin,senin
24,24
maret,maret
2025,2025
tata,tata
salah,salah
sppg,sppg
jawa,jawa
kerjanya,kerja
kadang,kadang
mengurusi,mengurus
dapur,dapur
larut,larut
malam,malam
tata,tata
pembicaraan,pembicara
terkait,terkait
gaji,gaji
berulang,berulang
kali,kali
bgn,bgn
ketidakpastian,ketidakpasti
sabar,sabar
proses,proses
tata,tata
menirukan,meniru
bgn,bgn
kepala,kepala
badan,badan
gizi,gizi
nasional,nasional
bgn,bgn
dadan,dad
hindayana,hindayana
membantah,memb
terkait,terkait
menunggaknya,menunggak
gaji,gaji
staf,staf
sppg,sppg
berdalih,berdalih
status,status
staf,staf
pegawai,pegawai
pemerintah,pemerin
perjanjian,perjanji
kerja,kerja
pppk,pppk
anggaran,anggar
gaji,gaji
berasal,berasal
apbn,apbn
turun,turun
gaji,gaji
sppg,sppg
apbn,apbn
masuk,masuk
pagu,pagu
pppk,pppk
status,status
pppk,pppk
diambil,ambil
sumber,sumber
dadan,dad
dikonfirmasi,dikonfirmas
aplikasi,aplikasi
perpesanan,perpesan
minggu,minggu
23,23
maret,maret
2025,2025
kepala,kepala
chef,chef
makan,makan
bergizi,bergiz
gratis,gratis
talangi,talang
bahan,bahan
masakan,masakan
kepala,kepala
chef,chef
dapur,dapur
sehat,sehat
anak,anak
bangsa,bangsa
jonie,jonie
kusuma,kusuma
hadi,had
memimpin,memimpin
satuan,satu
pelayanan,layan
pemenuhan,pemenuh
gizi,gizi
sppg,sppg
lapangan,lapang
udara,udara
halim,halim
perdana,perdana
kusuma,kusuma
bercerita,bercerita
sistem,sistem
pembayaran,pembayar
modal,modal
pelaksanaan,laksana
program,program
makan,makan
bergizi,bergiz
gratis,gratis
mbg,mbg
jonie,jonie
restoran,restoran
mitra,mitra
menalangi,menalang
biaya,biaya
produksi,produksi
memperoleh,memperoleh
bahan,bahan
bahan,bahan
menu,menu
mbg,mbg
reimburse,reimburse
badan,badan
gizi,gizi
nasional,nasional
minggu,minggu
jonie,jonie
menyebut,menyebut
sistem,sistem
permodalan,permodal
mbg,mbg
ditemui,temu
sd,sd
angkasa,angkasa
5,5
halim,halim
jakarta,jakarta
timur,timur
senin,senin
6,6
januari,januari
2025,2025
lomba,lomba
lari,lari
maraton,maraton
beijing,beijing
diikuti,ikut
robot,robot
robot,robot
kegigihan,gigih
china,china
unggul,unggul
bidang,bidang
teknologi,teknologi
ajang,ajang
lari,lari
maraton,maraton
half,half
marathon,marathon
yuzhuang,yuzhuang
beijing,beijing
china,china
sabtu,sabtu
19,19
4,4
2025,2025
berbeda,berbeda
ajang,ajang
lari,lari
12,12
000,000
manusia,manusia
pesertanya,serta
21,21
robot,robot
ukuran,ukur
robot,robot
peserta,serta
half,half
marathon,marathon
bervariasi,bervarias
tingginya,tinggi
1,1
2,2
meter,meter
memiliki,milik
1,1
8,8
meter,meter
sesuai,sesuai
disyaratkan,syarat
robot,robot
robot,robot
tungkai,tungkai
berlari,berlar
panitia,panitia
memisahkan,memisah
jalur,jalur
lari,lari
manusia,manusia
jalur,jalur
robot,robot
peserta,serta
kategori,kategori
robot,robot
perusahaan,perusaha
perusahaan,perusaha
teknologi,teknologi
bidang,bidang
robotik,robotik
china,china
mengikuti,mengikut
lomba,lomba
ubahnya,ubah
menguji,menguj
produk,produk
robot,robot
dilaporkan,lapor
media,media
cnn,cnn
wired,wired
robot,robot
peserta,serta
gagal,gagal
finis,finis
berputar,berputar
putar,putar
karuan,karuan
roboh,roboh
robot,robot
terjatuh,terjatuh
garis,garis
start,start
lomba,lomba
robot,robot
didampingi,damping
manusia,manusia
bertugas,bertugas
mengendalikan,mengendali
robot,robot
kadang,kadang
kadang,kadang
memeganginya,memegang
baterai,baterai
diganti,digant
lomba,lomba
robot,robot
peserta,serta
diganti,digant
penalti,penalti
tambahan,tambah
tempuh,tempuh
10,10
menit,menit
kategori,kategori
robot,robot
pemenangnya,menang
tiangong,tiangong
ultra,ultra
beijing,beijing
innovation,innovation
center,center
of,of
human,human
robotics,robotics
menyelesaikan,menyelesai
jarak,jarak
21,21
kilometer,kilometer
tiangong,tiangong
ultra,ultra
2,2
jam,jam
40,40
menit,menit
ketimbang,ketimbang
kebanyakan,kebanya
manusia,manusia
atlet,atlet
kategori,kategori
manusia,manusia
pria,pria
catatan,catat
pemenang,menang
yuzhuang,yuzhuang
half,half
marathon,marathon
1,1
jam,jam
2,2
menit,menit
keikutsertaan,keikutserta
robot,robot
lomba,lomba
lari,lari
menyuguhkan,menyuguh
tantangan,tantang
ringan,ringan
problem,problem
pengembangan,pengembang
robot,robot
humanoid,humanoid
menyerupai,menyerupa
manusia,manusia
memastikannya,memasti
bergerak,bergerak
mengalami,mengalam
kerusakan,rusa
hardware,hardware
manusia,manusia
urusan,urus
berlari,berlar
berjam,berjam
jam,jam
robot,robot
sulit,sulit
dilakoni,lakon
komponen,komponen
robot,robot
rusak,rusak
akibat,akibat
gerakan,gera
berulang,berulang
ulang,ulang
isu,isu
kestabilan,stabil
kemampuan,mampu
menjaga,menjaga
arah,arah
gerakan,gera
mengikuti,mengikut
lomba,lomba
lari,lari
perusahaan,perusaha
teknologi,teknologi
mengatasi,mengatas
isu,isu
isu,isu
china,china
gigih,gigih
membangun,membangun
kemampuan,mampu
teknologinya,teknologi
pendidikan,pendidi
berkualitas,berkualitas
bidang,bidang
sains,sains
matematika,matematika
rekayasa,rekayasa
fondasi,fondasi
posisinya,posisi
negara,negara
manufaktur,manufaktur
terbesar,terbesar
dunia,dunia
dilengkapi,lengkap
kemampuan,mampu
teknologinya,teknologi
menyaingi,menyaing
amerika,amerika
serikat,serikat
china,china
dipandang,pandang
as,as
ancaman,ancam
washington,washington
membatasi,membatas
penjualan,penjual
cip,cip
canggih,canggih
negara,negara
penampilan,penampil
robot,robot
humanoid,humanoid
ajang,ajang
half,half
marathon,marathon
barulah,baru
permulaan,permula
robotik,robotik
kian,kian
maju,maju
terintegrasi,terintegras
teknologi,teknologi
kecerdasan,cerdas
buatan,buat
canggih,canggih
era,era
robot,robot
nan,nan
cerdas,cerdas
asosiasi,asosiasi
usaha,usaha
pengamat,pengamat
mengkhawatirkan,mengkhawatir
relaksasi,relaksasi
regulasi,regulasi
tingkat,tingkat
komponen,komponen
negeri,negeri
tkdn,tkdn
mengancam,mengancam
industri,industri
negeri,negeri
memicu,memicu
hengkangnya,hengkang
industri,industri
diperlakukan,diperlaku
setara,tara
kompas,kompas
21,21
4,4
2025,2025
tkdn,tkdn
instrumen,instrumen
nontarif,nontarif
melindungi,lindung
industri,industri
negeri,negeri
as,as
dianggap,anggap
membatasi,membatas
akses,akses
perusahaan,perusaha
as,as
pasar,pasar
indonesia,indonesia
tkdn,tkdn
pro,pro
kontra,kontra
rencana,rencana
penghapusan,penghapus
kuota,kuota
impor,impor
kebijakan,kebija
liberalisasi,liberalisasi
impor,impor
dikhawatirkan,khawatir
indonesia,indonesia
kian,kian
dibanjiri,banjir
barang,barang
impor,impor
memukul,memukul
petani,tani
lokal,lokal
mengancam,mengancam
swasembada,swasembada
pangan,pangan
kebijakan,kebija
berlaku,berla
as,as
negara,negara
komitmen,komitmen
perlindungan,perlindung
industri,industri
negeri,negeri
pemerintah,pemerin
kalangan,kalang
pelaku,pela
usaha,usaha
pengamat,pengamat
berharap,berharap
pemerintah,pemerin
gampang,gampang
menyerah,menyerah
tekanan,kanan
negara,negara
salah,salah
misi,misi
terpenting,terpenting
delegasi,delegasi
ri,r
negosiasi,negosiasi
as,as
kesepakatan,sepakat
penurunan,penurun
tarif,tarif
resiprokal,resiprokal
32,32
persen,persen
as,as
melunakkan,lunak
kubu,kubu
as,as
indonesia,indonesia
menawarkan,menawar
menambah,menambah
volume,volume
impor,impor
as,as
melonggarkan,longgar
tkdn,tkdn
menghapus,menghapus
kuota,kuota
impor,impor
kemudahan,mudah
perusahaan,perusaha
as,as
investasi,investasi
indonesia,indonesia
total,total
16,16
poin,poin
kebijakan,kebija
indonesia,indonesia
dinilai,nila
merugikan,rugi
as,as
as,as
daya,daya
tawar,tawar
kuat,kuat
mencoba,mencoba
memaksakan,memaksa
syarat,syarat
syarat,syarat
menguntungkan,menguntung
pemerintah,pemerin
dihadapkan,hadap
tantangan,tantang
komitmen,komitmen
penurunan,penurun
tarif,tarif
resiprokal,resiprokal
dicapai,capa
mencederai,mencedera
industri,industri
pasar,pasar
ekonomi,ekonomi
negeri,negeri
pelonggaran,longgar
tkdn,tkdn
membuka,membuka
akses,akses
investasi,investasi
memfasilitasi,memfasilitas
perdagangan,perdagang
bilateral,bilateral
penghapusan,penghapus
kuota,kuota
impor,impor
menekan,mene
permainan,permain
rente,rente
membantu,membantu
stabilisasi,stabilisasi
harga,harga
pangan,pangan
langkah,langkah
kesiapan,kesiap
industri,industri
negeri,negeri
berbasis,berbasis
strategi,strategi
industrialisasi,industrialisas
nasional,nasional
jangka,jangka
mitigasi,mitigas
dampak,dampak
kesepakatan,sepakat
dicapai,capa
disiapkan,siap
mengamankan,mengaman
pasar,pasar
negeri,negeri
serbuan,serbu
produk,produk
dumping,dumping
negara,negara
negara,negara
terdampak,terdampak
kebijakan,kebija
tarif,tarif
trump,trump
negosiasi,negosiasi
as,as
menghasilkan,menghasil
formula,formula
perjanjian,perjanji
perdagangan,perdagang
bilateral,bilateral
menguntungkan,menguntung
indonesia,indonesia
salah,salah
langkah,langkah
kebijakan,kebija
menyelamatkan,menyelamat
industri,industri
negeri,negeri
memacu,memacu
cepat,cepat
deindustrialisasi,deindustrialisas
pelaku,pela
negeri,negeri
kian,kian
terdesak,terdesak
produk,produk
impor,impor
pelaku,pela
industri,industri
beralih,beralih
importir,importir
dianggap,anggap
menguntungkan,menguntung
kebijakan,kebija
tarif,tarif
trump,trump
momentum,momentum
indonesia,indonesia
membenahi,membenah
iklim,iklim
investasi,investasi
ekosistem,ekosistem
kebijakan,kebija
penguatan,penguat
daya,daya
saing,saing
industri,industri
negeri,negeri
resilien,resilien
menghadapi,menghadap
perubahan,rubah
kebijakan,kebija
negara,negara
mitra,mitra
dagang,dagang
rezim,rezim
perdagangan,perdagang
global,global
ramah,ramah
kementerian,menteri
komunikasi,komunikasi
informatika,informatika
kominfo,kominfo
merilis,rilis
laporan,lapor
indonesia,indonesia
membutuhkan,membutuh
500,500
000,000
talenta,talenta
digital,digital
menutup,menutup
kesenjangan,senjang
3,3
juta,juta
talenta,talenta
digital,digital
2030,2030
anak,anak
indonesia,indonesia
menghadapi,menghadap
kesulitan,sulit
menguasai,menguasa
salah,salah
fondasi,fondasi
pendidikan,pendidi
science,science
technology,technology
engineering,engineering
mathematics,mathematics
stem,stem
matematika,matematika
berdasarkan,berdasar
survei,survei
programme,programme
for,for
international,international
student,student
assessment,assessment
pisa,pisa
2018,2018
kemampuan,mampu
matematika,matematika
siswa,siswa
indonesia,indonesia
peringkat,peringkat
75,75
81,81
negara,negara
71,71
persen,persen
siswa,siswa
mencapai,mencapa
kompetensi,kompetensi
minimum,minimum
ketakutan,takut
matematika,matematika
kali,kali
disebabkan,sebab
kurangnya,kurang
pemahaman,pemaham
dasar,dasar
minimnya,minim
metode,metode
pembelajaran,pembelajar
menyenangkan,menyenang
efektif,efektif
sekolah,sekolah
rumah,rumah
pendidikan,pendidi
stem,stem
anak,anak
memahami,memaham
teknologi,teknologi
mengasah,mengasah
kemampuan,mampu
berpikir,berpikir
kritis,kritis
logis,logis
kreatif,kreatif
taufiq,taufiq
wisnu,wisnu
coo,coo
algorithmics,algorithmics
indonesia,indonesia
pendidikan,pendidi
stem,stem
fondasi,fondasi
kuat,kuat
anak,anak
anak,anak
berkembang,berkembang
dunia,dunia
digital,digital
algorithmics,algorithmics
menyediakan,menyedia
program,program
program,program
dirancang,rancang
membangun,membangun
kemampuan,mampu
pendekatan,pendekat
interaktif,interaktif
menyenangkan,menyenang
taufiq,taufiq
wisnu,wisnu
keterangan,terang
tertulis,tertulis
senin,senin
2,2
12,12
2024,2024
algorithmics,algorithmics
hadir,hadir
kursus,kursus
matematika,matematika
inovatif,inovatif
anak,anak
anak,anak
usia,usia
6,6
7,7
10,10
12,12
program,program
bertujuan,bertuju
menghadapi,menghadap
tantangan,tantang
akademik,akademik
sekolah,sekolah
memperkenalkan,memperkenal
dasar,dasar
dasar,dasar
matematika,matematika
menyenangkan,menyenang
efektif,efektif
keunggulan,unggul
kursus,kursus
pengembangan,pengembang
keterampilan,terampil
berpikir,berpikir
kursus,kursus
dirancang,rancang
mengasah,mengasah
kemampuan,mampu
berpikir,berpikir
logis,logis
kritis,kritis
spasial,spasial
analitis,analitis
anak,anak
anak,anak
diajarkan,ajar
menyelesaikan,menyelesai
kompleks,kompleks
tingkat,tingkat
olimpiade,olimpiade
meraih,raih
keunggulan,unggul
kompetisi,kompetisi
akademik,akademik
baca,baca
metode,metode
pengajaran,pengajar
matematika,matematika
paud,paud
jawabannya,jawab
keunggulan,unggul
metode,metode
pembelajaran,pembelajar
inovatif,inovatif
sesi,sesi
pelajaran,pelajar
dirancang,rancang
menciptakan,mencipta
pengalaman,pengalam
belajar,belajar
menarik,menarik
efektif,efektif
metodenya,metode
meliputi,liput
warm,warm
up,up
permainan,permain
logika,logika
menstimulus,menstimulus
minat,minat
belajar,belajar
pengenalan,pengenal
topik,topik
sederhana,sederhana
menarik,menarik
materi,materi
mudah,mudah
dipahami,paham
latihan,latih
interaktif,interaktif
platform,platform
digital,digital
meningkatkan,meningkat
pemahaman,pemaham
materi,materi
diikuti,ikut
revisi,revisi
materi,materi
memperkuat,memperkuat
daya,daya
diskusi,diskusi
hasil,hasil
belajar,belajar
arahan,arah
mendukung,mendukung
kemajuan,maju
belajar,belajar
siswa,siswa
akses,akses
belajar,belajar
fleksibel,fleksibel
anak,anak
anak,anak
memiliki,milik
akses,akses
24,24
7,7
platform,platform
online,online
meninjau,meninjau
materi,materi
latihan,latih
tambahan,tambah
belajar,belajar
sesuai,sesuai
kecepatan,cepat
kebutuhan,butuh
kursus,kursus
membangun,membangun
cinta,cinta
matematika,matematika
pendekatan,pendekat
berbasis,berbasis
permainan,permain
