kata_awal,kata_stemming,kata_dasar_terdeteksi
kartini,kartin,arti
dibekali,bekal,bek
kecakapan,cakap,cak
intelektual,intelektual,intel
keberanian,berani,ani
moral,moral,moral
literasi,literas,era
digital,digital,digit
ketajaman,tajam,aja
analisis,analisis,ali
kebijakan,kebija,ebi
menavigasi,menavigas,gas
kompleksitas,kompleksitas,eks
dunia,dunia,dunia
politik,politik,itik
berubah,rubah,bah
upaya,upaya,paya
kesetaraan,kesetara,ara
jender,jender,jender
diwujudkan,wujud,uju
nyata,nyata,nyata
anggaran,anggar,angga
responsif,responsif,es
gender,gender,gen
arg,arg,arg
level,level,level
pemerintahan,pemerintah,meri
arg,arg,arg
kewajiban,wajib,aji
administratif,administratif,administratif
alat,alat,ala
pembangunan,pembangun,ban
memperhatikan,memperhati,ati
kebutuhan,butuh,butuh
perempuan,perempuan,empu
adil,adil,adi
perencanaan,rencana,ana
evaluasi,evaluasi,alu
komitmen,komitmen,kom
negara,negara,ara
inpres,inpres,es
no,no,no
9,9,9
2000,2000,2000
mewajibkan,wajib,aji
kementerian,menteri,ente
lembaga,lembaga,aga
memasukkan,masuk,asu
perspektif,perspektif,pek
jender,jender,jender
program,program,gram
daerah,daerah,daerah
dipertegas,dipertegas,gas
permendagri,permendagr,per
no,no,no
67,67,67
2011,2011,2011
arg,arg,arg
masuk,masuk,asu
dokumen,dokumen,dok
perencanaan,rencana,ana
nasional,nasional,asi
rpjmn,rpjmn,rpjmn
dijalankan,jalan,ala
instansi,instansi,instan
praktiknya,praktik,praktik
pemerintah,pemerin,meri
daerah,daerah,daerah
arg,arg,arg
formalitas,formalitas,ali
agenda,agenda,agen
politik,politik,itik
kartini,kartin,arti
simbol,simbol,bol
perlawanan,perlawan,awa
ketertindasan,ketertindas,das
struktural,struktural,struktur
eksklusi,eksklus,eks
sosial,sosial,sia
kartini,kartin,arti
pengingat,pengingat,gin
bangsa,bangsa,angsa
merdeka,merdeka,dek
penduduknya,penduduk,duduk
disisihkan,sisih,isi
ruang,ruang,rua
publik,publik,lik
pengambilan,pengambil,ambi
keputusan,putus,putu
potensi,potensi,pot
perempuan,perempuan,empu
energi,energi,energi
perubahan,rubah,bah
energi,energi,energi
mengalir,mengalir,ali
denyut,denyut,den
kebijakan,kebija,ebi
publik,publik,lik
perempuan,perempuan,empu
pelengkap,lengkap,kap
demokrasi,demokrasi,asi
pilar,pilar,ilar
utama,utama,ama
menjaga,menjaga,aga
akal,akal,akal
sehat,sehat,seh
keberagaman,keberagam,aga
indonesia,indonesia,don
perempuan,perempuan,empu
berdaya,berdaya,daya
slogan,slogan,log
fondasi,fondasi,asi
indonesia,indonesia,don
adil,adil,adi
makmur,makmur,makmur
merdeka,merdeka,dek
cita,cita,cit
cita,cita,cit
kartini,kartin,arti
perempuan,perempuan,empu
masyarakat,masyarakat,ara
adil,adil,adi
egaliter,egaliter,ali
bermartabat,bermartabat,aba
perempuan,perempuan,empu
ruang,ruang,rua
berkembang,berkembang,ban
demokrasi,demokrasi,asi
hidup,hidup,dup
pembangunan,pembangun,ban
berkeadilan,berkeadil,adi
selamat,selamat,ama
kartini,kartin,arti
tati,tat,tat
noviati,noviat,via
tenaga,tenaga,aga
ahli,ahli,ahli
dpr,dpr,dpr
ri,r,r
termasyhur,termasyhur,mas
cinta,cinta,cinta
manusia,manusia,anu
kebenaran,benar,bena
ra,ra,ra
kartini,kartin,arti
surat,surat,rat
abendanon,abendanon,aben
1,1,1
agustus,agustus,agus
1903,1903,1903
gempuran,gempur,empu
teknologi,teknologi,log
pergeseran,pergeser,erg
budaya,budaya,budaya
digital,digital,digit
kerap,kerap,era
lupa,lupa,lup
simbol,simbol,bol
simbol,simbol,bol
hadir,hadir,adi
keseharian,kesehari,ari
menghilang,menghilang,hilang
salah,salah,ala
satunya,satu,sat
wajah,wajah,aja
ra,ra,ra
kartini,kartin,arti
uang,uang,uan
kertas,kertas,kertas
era,era,era
cashless,cashless,cas
society,society,society
transaksi,transaksi,aksi
qris,qris,qris
e,e,e
wallet,wallet,wallet
mobile,mobile,mob
banking,banking,ban
representasi,representasi,asi
visual,visual,isu
tokoh,tokoh,koh
perempuan,perempuan,empu
melekat,lekat,leka
dompet,dompet,dom
rakyat,rakyat,rak
perlahan,perlahan,lah
lenyap,lenyap,lenyap
pandangan,pandang,anda
dunia,dunia,dunia
digital,digital,digit
cepat,cepat,cepat
wajah,wajah,aja
patut,patut,patut
perginya,pergi,erg
simbol,simbol,bol
simbol,simbol,bol
perempuan,perempuan,empu
kartini,kartin,arti
21,21,21
april,april,april
bangsa,bangsa,angsa
indonesia,indonesia,don
mengenang,mengenang,gen
ra,ra,ra
kartini,kartin,arti
pelopor,pelopor,elo
emansipasi,emansipasi,asi
perempuan,perempuan,empu
peringatan,peringat,ering
terjebak,terjebak,bak
seremoni,seremoni,rem
lomba,lomba,lomba
kebaya,kebaya,baya
unggahan,unggah,gah
bertema,bertema,tem
pastel,pastel,pas
kutipan,kutip,kuti
viral,viral,ira
pemikiran,pemikir,kir
kartini,kartin,arti
menulis,menulis,lis
keberanian,berani,ani
kegelisahan,gelisah,gel
menantang,menantang,anta
tatanan,tatanan,ana
mengekang,mengekang,ekang
perempuan,perempuan,empu
belajar,belajar,aja
berpikir,berpikir,kir
bebas,bebas,bas
kartini,kartin,arti
perempuan,perempuan,empu
menuntut,menuntut,menu
perubahan,rubah,bah
struktur,struktur,struktur
sosial,sosial,sia
keyakinan,yakin,aki
emansipasi,emansipasi,asi
kebebasan,bebas,bas
individual,individual,dua
kebebasan,bebas,bas
kolektif,kolektif,kol
berpikir,berpikir,kir
kartini,kartin,arti
perempuan,perempuan,empu
wajahnya,wajah,aja
muncul,muncul,mu
uang,uang,uan
kertas,kertas,kertas
indonesia,indonesia,don
pecahan,pecah,cah
rp,rp,rp
5,5,5
1953,1953,1953
rp,rp,rp
10,10,10
000,000,000
1985,1985,1985
langkah,langkah,angka
simbolik,simbolik,bol
kuat,kuat,kuat
negara,negara,ara
mengakui,mengaku,aku
peran,peran,era
perempuan,perempuan,empu
narasi,narasi,ara
kebangsaan,bangsa,angsa
menyematkannya,menyemat,emat
medium,medium,medium
luas,luas,luas
sirkulasinya,sirkulasi,asi
uang,uang,uan
wajah,wajah,aja
kartini,kartin,arti
tercetak,tercetak,cetak
versi,versi,versi
ditertibkan,tertib,erti
perempuan,perempuan,empu
cerdas,cerdas,cerdas
anggun,anggun,anggun
berbakti,berbakt,bak
mengguncang,mengguncang,cang
tatanan,tatanan,ana
wajah,wajah,aja
kartini,kartin,arti
uang,uang,uan
kertas,kertas,kertas
representasi,representasi,asi
emansipasi,emansipasi,asi
diterima,terima,rim
berprestasi,berprestas,es
bingkai,bingkai,bin
sopan,sopan,opa
nasionalis,nasionalis,ali
simbol,simbol,bol
abadi,abadi,aba
uang,uang,uan
fisik,fisik,fisi
kartini,kartin,arti
beredar,beredar,dar
koleksi,koleksi,eks
langka,langka,angka
numismatis,numismatis,ati
tokoh,tokoh,koh
perempuan,perempuan,empu
cut,cut,cut
nyak,nyak,nyak
dhien,dhien,dhien
cut,cut,cut
meutia,meutia,meutia
menggantikan,mengganti,anti
proporsi,proporsi,opor
pahlawan,pahlawan,awa
perempuan,perempuan,empu
sejarah,sejarah,ara
uang,uang,uan
indonesia,indonesia,don
timpang,timpang,pan
total,total,tal
tokoh,tokoh,koh
tampil,tampil,pil
uang,uang,uan
rupiah,rupiah,piah
80,80,80
persen,persen,per
laki,laki,aki
laki,laki,aki
ketimpangan,timpang,pan
mencerminkan,mencermin,cermin
sempitnya,sempit,pit
ruang,ruang,rua
representasi,representasi,asi
perempuan,perempuan,empu
narasi,narasi,ara
visual,visual,isu
negara,negara,ara
uang,uang,uan
berpindah,berpindah,dah
tangan,tangan,angan
wajah,wajah,aja
kartini,kartin,arti
berpindah,berpindah,dah
menyapa,menyapa,apa
pasar,pasar,asa
perkantoran,perkantor,kan
transaksi,transaksi,aksi
digital,digital,digit
wajah,wajah,aja
tokoh,tokoh,koh
perempuan,perempuan,empu
hadir,hadir,adi
interaksi,interaksi,aksi
ekonomi,ekonomi,ekon
harian,hari,ari
dunia,dunia,dunia
digital,digital,digit
menciptakan,mencipta,cip
efisiensi,efisiensi,efisien
menghapus,menghapus,apu
jejak,jejak,eja
simbolis,simbolis,bol
menanamkan,menanam,ana
ingatan,ingat,inga
kolektif,kolektif,kol
hilangnya,hilang,hilang
uang,uang,uan
fisik,fisik,fisi
hilangnya,hilang,hilang
kehadiran,hadir,adi
perempuan,perempuan,empu
ruang,ruang,rua
publik,publik,lik
ekonomi,ekonomi,ekon
representasi,representasi,asi
muncul,muncul,mu
seremoni,seremoni,rem
tahunan,tahun,hun
makna,makna,makna
perjuangan,perjuang,jua
perempuan,perempuan,empu
realitas,realitas,ali
keseharian,kesehari,ari
menggali,menggal,mengga
ulang,ulang,lang
sejarah,sejarah,ara
kartini,kartin,arti
simbol,simbol,bol
pemikir,pemikir,kir
gelisah,gelisah,gel
tajam,tajam,aja
progresif,progresif,es
membentuk,membentuk,bentuk
ulang,ulang,lang
ingatan,ingat,inga
kolektif,kolektif,kol
perjuangan,perjuang,jua
perempuan,perempuan,empu
festival,festival,es
tahunan,tahun,hun
figur,figur,figur
museum,museum,mu
menciptakan,mencipta,cip
ruang,ruang,rua
ruang,ruang,rua
pemikiran,pemikir,kir
kartini,kartin,arti
pendidikan,pendidi,pen
media,media,dia
kebijakan,kebija,ebi
publik,publik,lik
representasi,representasi,asi
perempuan,perempuan,empu
dunia,dunia,dunia
digital,digital,digit
diperluas,diperluas,luas
tokoh,tokoh,koh
perempuan,perempuan,empu
kontemporer,kontemporer,empo
tampil,tampil,pil
konten,konten,konte
visual,visual,isu
kepemimpinan,kepemimpin,impi
teknologi,teknologi,log
budaya,budaya,budaya
populer,populer,pop
kritis,kritis,kritis
dipilih,pilih,ili
negara,negara,ara
mewakili,wakil,aki
perempuan,perempuan,empu
sejarah,sejarah,ara
visual,visual,isu
tokoh,tokoh,koh
ditampilkan,tampil,pil
kartini,kartin,arti
dulunya,dulu,ulu
radikal,radikal,adi
dijadikan,jadi,adi
simbol,simbol,bol
netral,netral,net
surat,surat,rat
surat,surat,rat
kartini,kartin,arti
penuh,penuh,pen
kegelisahan,gelisah,gel
ketimpangan,timpang,pan
relevan,relevan,rel
dunia,dunia,dunia
digital,digital,digit
serba,serba,serba
canggih,canggih,cang
terjebak,terjebak,bak
definisi,definisi,definisi
dibatasi,batas,atas
layar,layar,ayar
algoritma,algoritma,gori
teknologi,teknologi,log
memudahkan,mudah,dah
akses,akses,akses
informasi,informasi,asi
menimbulkan,menimbul,meni
jarak,jarak,ara
simbol,simbol,bol
makna,makna,makna
sejati,sejati,ati
merawat,rawat,awa
ingatan,ingat,inga
sahih,sahih,sah
melestarikan,lestari,ari
citra,citra,cit
dibakukan,baku,aku
kartini,kartin,arti
tampil,tampil,pil
gambar,gambar,ambar
uang,uang,uan
kertas,kertas,kertas
kutipan,kutip,kuti
kutipan,kutip,kuti
bertahan,bertah,bertah
sehari,sehar,seh
berkebaya,berkebaya,baya
sehari,sehar,seh
penuh,penuh,pen
perjuangan,perjuang,jua
kartini,kartin,arti
penampilan,penampil,enam
visual,visual,isu
pemikiran,pemikir,kir
kartini,kartin,arti
memprovokasi,memprovokas,kas
berpikir,berpikir,kir
melampaui,lampau,lam
batas,batas,atas
menantang,menantang,anta
ketidakadilan,ketidakadil,adi
tersembunyi,tersembuny,bun
sistem,sistem,sis
tergoyahkan,tergoyah,erg
generasi,generasi,asi
muda,muda,mu
menghidupkan,menghidup,dup
semangat,semangat,emang
kartini,kartin,arti
dunia,dunia,dunia
serba,serba,serba
digital,digital,digit
uang,uang,uan
kertas,kertas,kertas
ruang,ruang,rua
digital,digital,digit
inklusif,inklusif,inklusif
suara,suara,ara
kebijakan,kebija,ebi
adil,adil,adi
keberanian,berani,ani
mengangkat,mengangkat,angka
suara,suara,ara
perempuan,perempuan,empu
arus,arus,aru
zaman,zaman,ama
berubah,rubah,bah
cepat,cepat,cepat
merawat,rawat,awa
pemikiran,pemikir,kir
kartini,kartin,arti
kebun,kebun,bun
nirkertas,nirkertas,kertas
menanamnya,menanam,ana
bentuk,bentuk,bentuk
edukasi,edukasi,asi
luas,luas,luas
budaya,budaya,budaya
populer,populer,pop
mencakup,mencakup,aku
identitas,identitas,den
kebijakan,kebija,ebi
memperjuangkan,memperjuang,emper
kesetaraan,kesetara,ara
batas,batas,atas
tiada,tiada,ada
awan,awan,awa
langit,langit,angit
berubah,rubah,bah
hujan,hujan,hujan
hilang,hilang,hilang
ra,ra,ra
kartini,kartin,arti
surat,surat,rat
stella,stella,tel
27,27,27
oktober,oktober,oktober
1902,1902,1902
semoga,moga,moga
awan,awan,awa
berubah,rubah,bah
hujan,hujan,hujan
menyuburkan,menyubur,bur
dunia,dunia,dunia
setara,tara,ara
adil,adil,adi
inklusif,inklusif,inklusif
semangat,semangat,emang
kartini,kartin,arti
hidup,hidup,dup
ruang,ruang,rua
ciptakan,cipta,cip
media,media,dia
massa,massa,mas
memiliki,milik,ili
peran,peran,era
membentuk,membentuk,bentuk
opini,opini,ini
publik,publik,lik
sumber,sumber,sum
informasi,informasi,asi
utama,utama,ama
masyarakat,masyarakat,ara
media,media,dia
massa,massa,mas
memiliki,milik,ili
kekuatan,kuat,kuat
mempengaruhi,mempengaruh,aru
pandangan,pandang,anda
sikap,sikap,kap
publik,publik,lik
isu,isu,isu
peristiwa,peristiwa,istiwa
media,media,dia
massa,massa,mas
berperan,berper,per
sumber,sumber,sum
informasi,informasi,asi
utama,utama,ama
masyarakat,masyarakat,ara
platform,platform,lat
surat,surat,rat
kabar,kabar,aba
majalah,majalah,aja
radio,radio,adi
televisi,televisi,isi
internet,internet,intern
media,media,dia
massa,massa,mas
berita,berita,beri
informasi,informasi,asi
topik,topik,top
politik,politik,itik
ekonomi,ekonomi,ekon
sosial,sosial,sia
budaya,budaya,budaya
masyarakat,masyarakat,ara
mengandalkan,mengandal,anda
media,media,dia
massa,massa,mas
berita,berita,beri
terkini,terkin,ter
mendalam,mendalam,ala
isu,isu,isu
isu,isu,isu
terkait,terkait,kait
kehidupan,hidup,dup
informasi,informasi,asi
disajikan,saji,aji
media,media,dia
massa,massa,mas
membentuk,membentuk,bentuk
persepsi,persepsi,per
pemahaman,pemaham,ham
masyarakat,masyarakat,ara
media,media,dia
massa,massa,mas
memiliki,milik,ili
peran,peran,era
membentuk,membentuk,bentuk
agenda,agenda,agen
publik,publik,lik
menentukan,menentu,menentu
isu,isu,isu
isu,isu,isu
dianggap,anggap,angga
dibahas,bahas,bah
masyarakat,masyarakat,ara
media,media,dia
massa,massa,mas
memilih,memilih,ili
liputan,liput,lipu
luas,luas,luas
isu,isu,isu
mempengaruhi,mempengaruh,aru
perhatian,perhati,ati
perbincangan,perbincang,bin
publik,publik,lik
media,media,dia
massa,massa,mas
membantu,membantu,ban
menentukan,menentu,menentu
isu,isu,isu
isu,isu,isu
dianggap,anggap,angga
relevan,relevan,rel
mendesak,mendesak,desa
masyarakat,masyarakat,ara
mempengaruhi,mempengaruh,aru
agenda,agenda,agen
kebijakan,kebija,ebi
publik,publik,lik
media,media,dia
massa,massa,mas
kali,kali,ali
platform,platform,lat
diskusi,diskusi,diskus
debat,debat,debat
isu,isu,isu
isu,isu,isu
kontroversial,kontroversial,kontroversi
surat,surat,rat
kabar,kabar,aba
acara,acara,acar
televisi,televisi,isi
media,media,dia
sosial,sosial,sia
media,media,dia
massa,massa,mas
ruang,ruang,rua
pandangan,pandang,anda
pendapat,pendapat,apa
berbeda,berbeda,beda
masyarakat,masyarakat,ara
mendengar,mendengar,den
sudut,sudut,sudu
pandang,pandang,anda
debat,debat,debat
berkelanjutan,berkelanjut,anju
diskusi,diskusi,diskus
membantu,membantu,ban
membentuk,membentuk,bentuk
opini,opini,ini
publik,publik,lik
ruang,ruang,rua
pendapat,pendapat,apa
pemikiran,pemikir,kir
media,media,dia
massa,massa,mas
berperan,berper,per
pengawasan,pengawas,awa
pemerintah,pemerin,meri
institusi,institusi,institusi
investigasi,investigasi,asi
jurnalistik,jurnalistik,ali
melaporkan,lapor,apo
pelanggaran,langgar,angga
korupsi,korupsi,kor
ketidakadilan,ketidakadil,adi
media,media,dia
massa,massa,mas
kontrol,kontrol,kontrol
publik,publik,lik
pemerintah,pemerin,meri
institusi,institusi,institusi
media,media,dia
massa,massa,mas
membantu,membantu,ban
membentuk,membentuk,bentuk
opini,opini,ini
publik,publik,lik
fakta,fakta,akta
mengkritisi,mengkritis,kritis
kebijakan,kebija,ebi
tindakan,tinda,tin
dianggap,anggap,angga
sesuai,sesuai,es
kepentingan,penting,pen
masyarakat,masyarakat,ara
media,media,dia
massa,massa,mas
memiliki,milik,ili
kemampuan,mampu,ampu
membentuk,membentuk,bentuk
sikap,sikap,kap
perilaku,perilaku,aku
masyarakat,masyarakat,ara
pemaparan,pemapar,apa
nilai,nilai,ilai
nilai,nilai,ilai
norma,norma,norma
budaya,budaya,budaya
kontennya,konten,konte
menghadapi,menghadap,ada
isu,isu,isu
sosial,sosial,sia
keadilan,adil,adi
kesetaraan,kesetara,ara
lingkungan,lingkung,kung
media,media,dia
massa,massa,mas
mempengaruhi,mempengaruh,aru
persepsi,persepsi,per
tindakan,tinda,tin
masyarakat,masyarakat,ara
narasi,narasi,ara
dibangun,bangun,ban
pemberitaan,pemberita,beri
program,program,gram
program,program,gram
hiburan,hibur,bur
informasi,informasi,asi
media,media,dia
massa,massa,mas
memiliki,milik,ili
peran,peran,era
mengedukasi,mengedukas,duk
masyarakat,masyarakat,ara
program,program,gram
pendidikan,pendidi,pen
dokumenter,dokumenter,dok
artikel,artikel,arti
mendalam,mendalam,ala
media,media,dia
massa,massa,mas
membantu,membantu,ban
meningkatkan,meningkat,meni
pengetahuan,pengetahu,eta
pemahaman,pemaham,ham
publik,publik,lik
isu,isu,isu
kompleks,kompleks,eks
informasi,informasi,asi
akurat,akurat,aku
terpercaya,terpercaya,per
media,media,dia
massa,massa,mas
membantu,membantu,ban
membentuk,membentuk,bentuk
opini,opini,ini
publik,publik,lik
berbasis,berbasis,asi
pengetahuan,pengetahu,eta
pemahaman,pemaham,ham
media,media,dia
massa,massa,mas
mendorong,mendorong,dor
partisipasi,partisipasi,arti
publik,publik,lik
proses,proses,es
pengambilan,pengambil,ambi
keputusan,putus,putu
tindakan,tinda,tin
sosial,sosial,sia
liputan,liput,lipu
luas,luas,luas
isu,isu,isu
isu,isu,isu
partisipatif,partisipatif,arti
pemilihan,pemilih,ili
kampanye,kampanye,kam
sosial,sosial,sia
isu,isu,isu
lingkungan,lingkung,kung
media,media,dia
massa,massa,mas
mengajak,mengajak,aja
masyarakat,masyarakat,ara
terlibat,terlibat,iba
aktif,aktif,aktif
mempengaruhi,mempengaruh,aru
kebijakan,kebija,ebi
perubahan,rubah,bah
membantu,membantu,ban
membentuk,membentuk,bentuk
opini,opini,ini
publik,publik,lik
berorientasi,berorientas,entas
partisipasi,partisipasi,arti
keterlibatan,keterlibat,eter
aktif,aktif,aktif
kehidupan,hidup,dup
publik,publik,lik
media,media,dia
massa,massa,mas
memiliki,milik,ili
peran,peran,era
mempromosikan,mempromosi,mem
kesadaran,sadar,ada
pemahaman,pemaham,ham
keragaman,ragam,aga
budaya,budaya,budaya
nilai,nilai,ilai
nilai,nilai,ilai
multikultural,multikultural,kult
liputan,liput,lipu
inklusif,inklusif,inklusif
representatif,representatif,ati
media,media,dia
massa,massa,mas
memperluas,memperluas,emper
wawasan,wawas,awa
masyarakat,masyarakat,ara
kelompok,kelompok,elo
etnis,etnis,etnis
agama,agama,aga
budaya,budaya,budaya
membantu,membantu,ban
membentuk,membentuk,bentuk
opini,opini,ini
publik,publik,lik
toleran,toleran,era
menghargai,mengharga,harga
perbedaan,perbeda,beda
berupaya,berupaya,beru
membangun,membangun,ban
harmoni,harmoni,harmoni
sosial,sosial,sia
era,era,era
informasi,informasi,asi
digital,digital,digit
media,media,dia
massa,massa,mas
berperan,berper,per
mempromosikan,mempromosi,mem
keterbukaan,keterbuka,buk
transparansi,transparansi,ara
pemerintahan,pemerintah,meri
institusi,institusi,institusi
mempublikasikan,mempublikasi,asi
informasi,informasi,asi
terkait,terkait,kait
kebijakan,kebija,ebi
publik,publik,lik
penggunaan,pengguna,gun
anggaran,anggar,angga
tindakan,tinda,tin
institusi,institusi,institusi
media,media,dia
massa,massa,mas
membantu,membantu,ban
mengawasi,mengawas,awa
tindakan,tinda,tin
pemerintah,pemerin,meri
institusi,institusi,institusi
bertanggung,bertanggung,anggun
publik,publik,lik
membantu,membantu,ban
membentuk,membentuk,bentuk
opini,opini,ini
publik,publik,lik
berbasis,berbasis,asi
akses,akses,akses
informasi,informasi,asi
transparan,transparan,ara
akuntabel,akuntabel,aku
media,media,dia
massa,massa,mas
mengemban,mengemb,mengemb
tanggung,tanggung,anggun
